title,tags
Do the Right Thing,"On the hottest day of the year on a street in the Bedford-Stuyvesant section of Brooklyn, everyone's hate and bigotry smolders and builds until it explodes into violence. Drama black_people italo-american police_brutality sun_glasses culture_clash street_war heat restaurant_critic radio_transmission punk chaos police_operation pizzeria pizza money racism hip_hop_culture Danny_Aiello Ossie_Davis Ruby_Dee Richard_Edson Giancarlo_Esposito Spike_Lee Bill_Nunn John_Turturro Paul_Benjamin Frankie_Faison Robin_Harris Joie_Lee Miguel_Sandoval Rick_Aiello John_Savage Samuel_L._Jackson Rosie_Perez Roger_Guenveur_Smith Steve_White Martin_Lawrence Leonard_L._Thomas Christa_Rivers Frank_Vincent Luis_Antonio_Ramos Richard_Habersham Gwen_McGee Steve_Park Ginny_Yang Sherwin_Park Shawn_Elliott Diva_Osorio Chris_Delaney Angel_Ramirez_Jr. Sixto_Ramos Nelson_Vasquez Travell_Lee_Toulson Joel_Nagle David_E._Weinberg Yatte_Brown Mecca_Brunson Shawn_Stainback Soquana_Wallace Spike_Lee"
Harvard Man,"College has always been a time for experimentation, sexual, cultural and otherwise. ""Harvard Man"" plays out against a background of love, sex, basketball, crime and experimentation. Action and philosophy in young people's quest to discover their true identity. Drama gambling sex college basketball mafia drug Sarah_Michelle_Gellar Adrian_Grenier Joey_Lauren_Adams Eric_Stoltz Rebecca_Gayheart John_Neville Gianni_Russo Ray_Allen Michael_Aparo Scottie_Epstein Polly_Shannon Phillip_Jarrett James_Toback"
Le Havre,"Marcel Marx, a former bohemian and struggling author, has given up his literary ambitions and relocated to the port city Le Havre. He leads a simple life based around his wife Arletty, his favourite bar and his not too profitable profession as a shoeshiner. As Arletty suddenly becomes seriously ill, Marcel's path crosses with an underage illegal immigrant from Africa, who needs Marcel's help to hide from the police. Drama Comedy poverty policeman shoe_shiner northern_france André_Wilms Kati_Outinen Blondin_Miguel Elina_Salo Evelyne_Didi Quoc_Dung_Nguyen Jean-Pierre_Darroussin Jean-Pierre_Léaud Pierre_Étaix Aki_Kaurismäki"
Irreversible,"Events over the course of one traumatic night in Paris unfold in reverse-chronological order as the beautiful Alex is brutally raped and beaten by a stranger in the underpass. Her boyfriend and ex-lover take matters into their own hands by hiring two criminals to help them find the rapist so that they can exact revenge. A simultaneously beautiful and terrible examination of the destructive nature of cause and effect, and how time destroys everything. Drama Thriller Crime Mystery paris prostitute rape sex nudity trauma knife assault police love revenge unsimulated_sex cruelty brutality violence drug dark evil boyfriend rape_and_revenge underpass new_french_extremism Monica_Bellucci Vincent_Cassel Albert_Dupontel Jo_Prestia Philippe_Nahon Stéphane_Drouot Jean-Louis_Costes Mourad_Khima Michel_Gondoin_ Hellal Nato Fesche Gaspar_Noé"
R100,Ruthless dominatrixes pursue a mild-mannered salesman who wants to get out of his unbreakable contract with a secret bondage club. Comedy Drama dominatrix bdsm Nao_Omori Mao_Daichi Shinobu_Terajima Hairi_Katagiri Eriko_Satô Ai_Tominaga Naomi_Watanabe Gin_Maeda You Suzuki_Matsuo Atsuro_Watabe Hitoshi_Matsumoto Haruki_Nishimoto Hitoshi_Matsumoto
Rang De Basanti,"A young idealistic English filmmaker, Sue, arrives in India to make a film on Indian revolutionaries Bhagat Singh, Chandrashekhar Azad and their contemporaries and their fight for freedom from the British Raj. Owing to a lack of funds, she recruits students from Delhi University to act in her docu-drama. She finds DJ, who passed out five years back but still wants to be a part of the University because he doesn't think there's too much out there in the real world to look forward to. Karan, the son of Industrialist Rajnath Singhania, who shares an uncomfortable relationship with his father, but continues to live off him, albeit very grudgingly. Aslam, is a middle class Muslim boy, who lives in the by-lanes near Jama Masjid, poet, philosopher and guide to his friends. Sukhi, the group's baby, innocent, vulnerable and with a weakness for only one thing - girls. Laxman Pandey... Drama new_delhi_india students'_movement war_of_independence student celebration Aamir_Khan Soha_Ali_Khan Alice_Patten Sharman_Joshi Kunal_Kapoor Atul_Kulkarni Madhavan Siddharth Kirron_Kher Rakeysh_Omprakash_Mehra"
Animals,"ANIMALS tells the story of Jude and Bobbie: a young couple that exist somewhere between homelessness and the fantasy of their imaginations. Though they masterfully con and steal in an attempt to stay one step ahead of their addiction, they are ultimately forced to face the reality of their situation when one of them gets hospitalized. Drama  David_Dastmalchian Kim_Shaw John_Heard John_Hoogenakker Shon_McGregory Ilyssa_Fradin Collin_Schiffli"
Salvation Boulevard,Set in the world of mega-churches in which a former Deadhead-turned-born again-Christian finds himself on the run from fundamentalist members of his mega-church who will do anything to protect their larger-than-life pastor. Comedy Thriller Action Drama pastor church_service spirituality religion Jennifer_Connelly Marisa_Tomei Pierce_Brosnan Ed_Harris Greg_Kinnear Isabelle_Fuhrman Howard_Hesseman Jim_Gaffigan George_Ratliff
The Ten,"Ten stories, each inspired by one of the ten commandments. Comedy independent_film ventriloquist_dummy multiple_storylines sabbath brain_scan radiation_sickness parachutist rubik's_cube Paul_Rudd Adam_Brody Jon_Hamm Winona_Ryder Ken_Marino Ali_Marsh Ron_Silver Liev_Schreiber Jessica_Alba Charlie_McDermott Thomas_Lennon Famke_Janssen Jason_Sudeikis Justin_Theroux Bobby_Cannavale Rob_Corddry Janeane_Garofalo Rashida_Jones Michael_Ian_Black Joe_Lo_Truglio Zak_Orth Gretchen_Mol Michael_Ziegfeld Oliver_Platt David_Wain"
A Room for Romeo Brass,"Two twelve-year-old boys, Romeo and Gavin, undergo an extraordinary test of character and friendship when Morell, a naive but eccentric and dangerous stranger, comes between them. Morell befriends with the two boys and later asks them to help him pursue Romeo's beautiful elder sister. He gradually becomes more violent after she rejects him. Drama Comedy Foreign rejection friendship youth Paddy_Considine Andrew_Shim Frank_Harper Vicky_McClure Johann_Myers Shane_Meadows Bob_Hoskins Ben_Marshall Darren_O._Campbell Martin_Arrowsmith Ladene_Hall Julia_Ford James_Higgins Dave_Blant Tanya_Myers Sammy_Pasha Joel_Morris Nicholas_Harvey Jamahl_Peterkin James_Tomlinson Paul_Fraser Shane_Meadows"
Headhunters,An accomplished headhunter risks everything to obtain a valuable painting owned by a former mercenary.. Thriller Crime death_of_lover art_thief art_gallery police_investigation Aksel_Hennie Nikolaj_Coster-Waldau Synnøve_Macody_Lund Julie_R._Ølgaard Eivind_Sander Baard_Owe Kyrre_Haugen_Sydness Reidar_Sørensen Nils_Jørgen_Kaalstad Joachim_Rafaelsen Mats_Mogeland Gunnar_Skramstad_Johnsen Lars_Skramstad_Johnsen Signe_Tynning Nils_Gunnar_Lie Sondre_Abel Mattis_Herman_Nyquist Morten_Tyldum
Grabbers,"Something sinister has come to the shores of Erin Island, unbeknownst to the quaint population of this sleepy fishing village resting somewhere off Ireland’s coast. First, some fishermen go missing. Then there is the rash of whale carcasses suddenly washing up on the beach. When the murders start, it’s up to two mismatched cops – an irresponsible alcoholic and his new partner, a by-the-book woman from the mainland – to protect the townsfolk from the giant, bloodsucking, tentacled aliens that prey upon them. Their only weapon, they discover, is booze. If they want to survive the creatures’ onslaught, everyone will have to get very, very drunk! Science Fiction Comedy Thriller Horror monster ireland drunk beheaded Richard_Coyle Ruth_Bradley Russell_Tovey Bronagh_Gallagher David_Pearse Lalor_Roddy Clelia_Murphy Louis_Dempsey Micheál_O'Gruagain Ned_Dennehy Roz_McCutcheon Jon_Wright"
Saint Ralph,"This Canadian made comedy/drama, set in Hamilton, Ontario in 1954, is a sweet and - at times - goofy story that becomes increasingly poignant as the minutes tick by. It's the fictional tale of a wayward 9th grader, Ralph (Adam Butcher), who is secretly living on his own while his widowed, hospitalized mother remains immersed in a coma. Frequently in trouble with Father Fitzpatrick (Gordon Pinsent), the principal of his all-boys, Catholic school, Ralph is considered something of a joke among peers until he decides to pull off a miracle that could save his mother, i.e., winning the Boston Marathon.  Coached by a younger priest and former runner, Father Hibbert (Campbell Scott), whose cynicism has been lifted by the boy's pure hope, Ralph applies himself to his unlikely mission, fending off naysayers and getting help along a very challenging path from sundry allies and friends. Comedy Drama sport independent_film Adam_Butcher Campbell_Scott Michael_Kanev Gordon_Pinsent Tamara_Hope Keir_Gilchrist Michael_McGowan"
Miss Julie,"Over the course of a midsummer night in Fermanagh in 1890, an unsettled daughter of the Anglo-Irish aristocracy encourages her father's valet to seduce her. Drama love_triangle love irish valet woman_director 19th_century Jessica_Chastain Colin_Farrell Samantha_Morton Nora_McMenamy Liv_Ullmann"
Somewhere in Time,"Young writer, Richard Collier is met on the opening night of his first play by an old lady who begs him to, ""Come back to me."" Mystified, he tries to find out about her, and learns that she is a famous stage actress from the early 1900s. Becoming more and more obsessed with her, he manages – by self-hypnosis – to travel back in time where he meets her. They fall in love, a matching that is not appreciated by her manager. Can their love outlast the immense problems caused by their 'time"" difference, and can Richard remain in a time that is not his? Science Fiction Drama Fantasy Romance time_travel playwright 1910s Christopher_Reeve Jane_Seymour Christopher_Plummer Teresa_Wright Bill_Erwin George_Voskovec Susan_French John_Alvin Eddra_Gale Audrey_Bennett William_H._Macy Laurence_Coven Susan_Bugg Jeannot_Szwarc"
Dum Maaro Dum,"We hurtle into the bylanes, beach shacks and raves of Goa with Lorry as his life spirals out of control, with Joki as he tries to redeem the past and with Kamath as he goes no-holds-barred after the mysterious shadow figure behind it all... Punctuated with a soundtrack that moves from pulsating dance tracks to haunting Konkani songs, shot right in the midst of the teeming international tourist hotspots, Dum Maaro Dum takes you on a dramatic, thrilling trip filled with twists, turns, suspense... and a shocking finale! Drama Action Crime Foreign goa drug_bust rave_party Abhishek_Bachchan Bipasha_Basu Deepika_Padukone Rana_Daggubati Prateik_Babbar Rohan_Sippy"
Insidious: Chapter 2,The haunted Lambert family seeks to uncover the mysterious childhood secret that has left them dangerously connected to the spirit world. Horror Thriller haunted_house possession demon family ghost bride_in_black Patrick_Wilson Rose_Byrne Ty_Simpkins Lin_Shaye Barbara_Hershey Steve_Coulter Leigh_Whannell Angus_Sampson Andrew_Astor Hank_Harris Jocelin_Donahue Lindsay_Seim Danielle_Bisutti Tyler_Griffin Garrett_Ryan Tom_Fitzpatrick Priscilla_Garita Michael_Beach J._Larose Brooke_Peoples Edwina_Findley_Dickerson Stephanie_Pearson Jorge-Luis_Pallo Jenna_Ortega Dannay_Rodriguez Sienna_Farall Jack_Walsh Brynn_Bowie Madison_Bowie Dylan_Quigg Kimberly_Ables_Jindra James_Wan
Saw II,"When a new murder victim is discovered with all the signs of Jigsaw's hand, Detective Eric Matthews begins a full investigation and apprehends Jigsaw with little effort. But for Jigsaw, getting caught is just another part of his plan. Eight more of his victims are already fighting for their lives and now it's time for Matthews to join the game... Horror riddle serial_killer Tobin_Bell Shawnee_Smith Donnie_Wahlberg Franky_G Glenn_Plummer Beverley_Mitchell Dina_Meyer Emmanuelle_Vaugier Erik_Knudsen Tim_Burd Lyriq_Bent Noam_Jenkins Tony_Nappo Kelly_Jones Vincent_Rother Darren_Lynn_Bousman"
10 Cloverfield Lane,"After a car accident, Michelle awakens to find herself in a mysterious bunker with two men named Howard and Emmett. Howard offers her a pair of crutches to help her remain mobile with her leg injury sustained from the car crash and tells her to ""get good on those"" before leaving the bunker. She has been given the information that there has been an alien attack and the outside world is poisoned. However, Howard and Emmett's intentions soon become questionable and Michelle is faced with a question: Is it better in here or out there? Thriller Science Fiction Drama kidnapping bunker paranoia basement survivalist apocalypse car_accident captive Mary_Elizabeth_Winstead John_Goodman John_Gallagher_Jr. Bradley_Cooper Douglas_M._Griffin Cindy_Hogan Suzanne_Cryer Maya_Erskine Mat_Vairo Ryan_Martin_Dwyer Dan_Trachtenberg"
Jackass: The Movie,"Johnny Knoxville and his crazy friends appear on the big screen for the very first time in Jackass: The Movie. They wander around Japan in panda outfits, wreak havoc on a once civilized golf course, they even do stunts involving LIVE alligators, and so on. While Johnny Knoxvile and his pals put their life at risk, they are entertaining people at the same time. Get ready for Jackass: The Movie!! Documentary Comedy disgust pain stunts music_video stuntman stupidity shocking Johnny_Knoxville Bam_Margera Steve-O Chris_Pontius Dave_England Ryan_Dunn Preston_Lacy Jason_Acuña Ehren_McGhehey Brandon_DiCamillo Phil_Margera April_Margera Jess_Margera Stephanie_Hodge Rick_Kosick Loomis_Fall Chris_Raab Rake_Yohn Manny_Puig Tony_Hawk Mat_Hoffman Spike_Jonze Jeff_Tremaine Trip_Taylor Dimitry_Elyashkevich Rip_Taylor Sean_Cliver Greg_Iguchi Eric_Koston Clyde_Singleton Henry_Rollins Eric_Esch Jeff_Tremaine"
Lights Out,"When Rebecca left home, she thought she left her childhood fears behind. Growing up, she was never really sure of what was and wasn’t real when the lights went out…and now her little brother, Martin, is experiencing the same unexplained and terrifying events that had once tested her sanity and threatened her safety. A frightening entity with a mysterious attachment to their mother, Sophie, has reemerged. Horror Thriller suicide darkness basement based_on_short_story fear_of_the_dark ghost Teresa_Palmer Maria_Bello Gabriel_Bateman Alexander_DiPersia Alicia_Vela-Bailey Billy_Burke Andi_Osho Maria_Russell Rolando_Boyce Lotta_Losten Emily_Alyn_Lind Amiah_Miller Ava_Cantrell Elizabeth_Pan Alejandro_Cuello David_F._Sandberg"
Paranormal Activity 3,"In 1988, evil begins to terrorize young sisters Katie and Kristi for the first time when an invisible entity resides in their home. Horror witch sister_sister_relationship sequel prequel haunting found_footage Katie_Featherston Sprague_Grayden Lauren_Bittner Christopher_Nicholas_Smith Chloe_Csengery Jessica_Tyler_Brown Marilyn_Alex Dustin_Ingram Jessica_Berger Maria_Olsen Hallie_Foote Henry_Joost"
Ouija,A group of friends must confront their most terrifying fears when they awaken the dark powers of an ancient spirit board. Horror death_of_a_friend swimming_pool ouija ouija_board teenager based_on_board_game ghost spiritualism supernatural_horror Olivia_Cooke Ana_Coto Daren_Kagasoff Bianca_A._Santos Douglas_Smith Shelley_Hennig Afra_Sophia_Tully Izzie__Galanti Claire_Beale Sierra_Huermann Vivis_Colombetti Sunny_May_Allison Lin_Shaye Claudia_Katz_Minnick Robyn_Lively Matthew_Settle Morgan_Peter_Brown Bill_Watterson Ken_Blackwell Stiles_White
A Nightmare on Elm Street 3: Dream Warriors,"It's been many years since Freddy Krueger's first victim, Nancy, came face-to-face with Freddy and his sadistic, evil ways. Now, Nancy's all grown up; she's put her frightening nightmares behind her and is helping teens cope with their dreams. Too bad Freddy's decided to herald his return by invading the kids' dreams and scaring them into committing suicide. Horror Thriller group_therapy nightmare hypnosis trapped alcoholic mental_illness catholicism disfigurement sleepwalking mental_hospital psychotherapist dreams Robert_Englund Patricia_Arquette Heather_Langenkamp John_Saxon Craig_Wasson Laurence_Fishburne Ken_Sagoes Rodney_Eastman Jennifer_Rubin Bradley_Gregg Ira_Heiden Penelope_Sudrow Priscilla_Pointer Clayton_Landey Brooke_Bundy Kristen_Clayton Sally_Piper Rozlyn_Sorrell Nan_Martin Zsa_Zsa_Gábor Stacey_Alden Dick_Cavett Michael_Rougas Jack_Shea Paul_Kent Mary_Brown Melanie_Doctors Donna_Durham Chuck_Russell"
Instructions Not Included,"Valentin is Acapulco's resident playboy, until a former fling leaves a baby on his doorstep and him heading with her out of Mexico. Comedy Drama bachelor vespa Loreto_Peralta Eugenio_Derbez Jessica_Lindsey Daniel_Raymont Hugo_Stiglitz Arcelia_Ramírez Agustín_Bernal Karla_Souza Roger_Cudney Ari_Brickman Jeannine_Derbez Jesús_Ochoa Andrés_Vázquez Leia_Freitas Ángela_Moreno Gilda_Gentile Nancy_Taira Sammy_Pérez Gregg_Lucas Migael_Penix Alenka_Ríos Camila_Gallegos Matilda_Gallegos Danny_Lopez Eduardo_Gleason Javier_De_la_Vega Jake_Koenig Margarita_Wynne Melissa_Temme Laura_Krystine Francisco_Avendaño Pamela_Reiter Nicolás_del_Campo Michelle_Marie_Benoit Alejandra_Bogue Katia_Kossiak Franklin_Ruehl Alessandra_Rosaldo Roland_Farmer J.B._Turner Jan_Esparza Sebastian_Mitre Julian_Sedgwick Arap_Bethke Magda_B._de_Kneip Ivan_Salazar Richie_Mestre Rodrigo_Massa Rosa_Gloria_Chagoyán Eugenio_Derbez"
Paranormal Activity 4,"It has been five years since the disappearance of Katie and Hunter, and a suburban family witness strange events in their neighborhood when a woman and a mysterious child move in. Horror garage poltergeist webcam imaginary_friend bathtub tricycle found_footage laptop_computer videotape evil_child levitation aftercreditsstinger neighbor_neighbor_relationship adopted_child Katie_Featherston Kathryn_Newton Matt_Shively Aiden_Lovekamp Brady_Allen Stephen_Dunham Alexondra_Lee Georgica_Pettus Alisha_Boe Brendon_Eggertsen Sprague_Grayden Brian_Boland William_Juan_Prieto Sara_Mornell Henry_Joost"
The Robe,"Marcellus is a tribune in the time of Christ. He is in charge of the group that is assigned to crucify Jesus. Drunk, he wins Jesus' homespun robe after the crucifixion. He is tormented by nightmares and delusions after the event. Hoping to find a way to live with what he has done, and still not believing in Jesus, he returns to Palestine to try and learn what he can of the man he killed. Drama crucifixion ancient_rome Richard_Burton Jean_Simmons Victor_Mature Jay_Robinson Richard_Boone Leon_Askin Michael_Rennie Dean_Jagger Torin_Thatcher Betta_St._John Jeff_Morrow Ernest_Thesiger Dawn_Addams Bess_Flowers Pamela_Robinson Michael_Ansara Percy_Helton Nicolas_Koster Thomas_Browne_Henry Rosalind_Ivan George_E._Stone Jay_Novello Hayden_Rorke David_Leonard Henry_Koster"
The Return of the Pink Panther,The famous Pink Panther jewel has once again been stolen and Inspector Clouseau is called in to catch the thief. The Inspector is convinced that 'The Phantom' has returned and utilises all of his resources – himself and his Asian manservant – to reveal the identity of 'The Phantom'. Comedy robbery diamant côte_d'azur inspector panther Peter_Sellers Christopher_Plummer Herbert_Lom Catherine_Schell Peter_Arne Peter_Jeffrey Grégoire_Aslan David_Lodge Graham_Stark Eric_Pohlmann André_Maranne Burt_Kwouk Blake_Edwards
Freddy's Dead: The Final Nightmare,"Just when you thought it was safe to sleep, Freddy Krueger returns in this sixth installment of the Nightmare on Elm Street films, as psychologist Maggie Burroughs, tormented by recurring nightmares, meets a patient with the same horrific dreams. Their quest for answers leads to a certain house on Elm Street -- where the nightmares become reality. Horror Thriller Comedy amnesia nightmare alternate_dimension psychologist memory_loss youth killer disfigurement duringcreditsstinger woman_director halfway_house dreams memories Robert_Englund Lisa_Zane Shon_Greenblatt Lezlie_Deane Ricky_Dean_Logan Breckin_Meyer Yaphet_Kotto Tom_Arnold Roseanne_Barr Elinor_Donahue Johnny_Depp Cassandra_Rachel_Friel David_Dunard Marilyn_Rockafellow Virginia_Peters Stella_Hall Lindsey_Fields Angelina_Estrada Peter_Spellos Tobe_Sexton Chason_Schirmer Michael_McNab Matthew_Faison Vic_Watterson Carlease_Burke Robert_Shaye Warren_Barrington Mel_Scott-Thomas Jonathan_Mazer Frank_Catalano Alice_Cooper Joshua_Weisel Rachel_Talalay"
Monster,Aileen Wuornos is an emotionally scarred highway hooker who shoots a sadistic trick who rapes her and ultimately becomes America's first female serial killer. Crime Drama female_nudity prostitute rape sexual_abuse desperation death_penalty motel job_interview based_on_true_story murder betrayal serial_killer poverty prostitution heartbreak mental_illness woman_director ugly Charlize_Theron Christina_Ricci Bruce_Dern Lee_Tergesen Annie_Corley Marc_Macaulay Stephan_Jones T._Robert_Pigott Catherine_Mangan Scott_Wilson Patty_Jenkins
"20,000 Leagues Under the Sea","A ship sent to investigate a wave of mysterious sinkings encounters the advanced submarine, the Nautilus, commanded by Captain Nemo. Adventure Drama Science Fiction diving ocean submarine jules_verne captain atlantis deep_sea war_ship diving_suit harpoon ship war scuba_diving underwater scuba captain_nemo giant__squid Kirk_Douglas James_Mason Paul_Lukas Peter_Lorre Robert_J._Wilke Ted_de_Corsia Carleton_Young J._M._Kerrigan Percy_Helton Ted_Cooper Gloria_Pall Ron_Nyman Fred_Graham Harry_Harvey Charles_Grodin Harper_Goff Eddie_Marr Jack_Gargan John_Daheim Jack_Stoney Richard_Fleischer"
Paranormal Activity: The Marked Ones,"Seventeen-year-old Jesse has been hearing terrifying sounds coming from his neighbor’s apartment, but when he turns on his camera and sets out to uncover their source, he encounters an ancient evil that won’t rest until it’s claimed his very soul. Horror Thriller supernatural demon found_footage Andrew_Jacobs Richard_Cabral Carlos_Pratts Eddie_J._Fernandez Jorge_Diaz David_Fernandez_Jr. Molly_Ephraim Katie_Featherston Crystal_Santos Catherine_Toribio Christopher_B._Landon"
The Elephant Man,"A Victorian surgeon rescues a heavily disfigured man being mistreated by his ""owner"" as a side-show freak. Behind his monstrous façade, there is revealed a person of great intelligence and sensitivity. Based on the true story of Joseph Merrick (called John Merrick in the film), a severely deformed man in 19th century London. Drama History exploitation biography hospital curiosity sideshow disfigurement physical_deformity freak 19th_century dignity Anthony_Hopkins John_Hurt Anne_Bancroft John_Gielgud Wendy_Hiller Freddie_Jones Michael_Elphick John_Standing Phoebe_Nicholls Kenny_Baker Helen_Ryan John_Standing Dexter_Fletcher Lesley_Dunlop Pat_Gorman Claire_Davenport Orla_Pederson Patsy_Smart Kathleen_Byron William_Morgan_Sheppard Hannah_Gordon Frederick_Treves Richard_Hunter Robert_Lewis_Bush Roy_Evans Joan_Rhodes Nula_Conwell Tony_London Alfie_Curtis Bernadette_Milnes Carol_Harrison Hugh_Manning Dennis_Burgess Fanny_Carby Gerald_Case David_Ryall Deirdre_Costello Pauline_Quirke Marcus_Powell Lesley_Scoble Eiji_Kusuhara Patricia_Hodge Tommy_Wright Peter_Davidson John_Rapley Janie_Kells Lydia_Lisle Eric_Bergren Christopher_De_Vore Harry_Fielder David_Lynch Ralph_Morse Fred_Wood David_Lynch"
Dallas Buyers Club,"Loosely based on the true-life tale of Ron Woodroof, a drug-taking, women-loving, homophobic man who in 1986 was diagnosed with HIV/AIDS and given thirty days to live. Drama History women aids biography based_on_true_story hiv drug 1980s Matthew_McConaughey Jennifer_Garner Jared_Leto Denis_O'Hare Steve_Zahn Michael_O'Neill Dallas_Roberts Griffin_Dunne Kevin_Rankin Donna_DuPlantier Deneen_Tyler J.D._Evermore Ian_Casselberry Jane_McNeill Juliet_Reeves Douglas_M._Griffin Jean-Marc_Vallée"
The Lazarus Effect,"Medical researcher Frank, his fiancee Zoe and their team have achieved the impossible: they have found a way to revive the dead. After a successful, but unsanctioned, experiment on a lifeless animal, they are ready to make their work public. However, when their dean learns what they've done, he shuts them down. Zoe is killed during an attempt to recreate the experiment, leading Frank to test the process on her. Zoe is revived -- but something evil is within her. Thriller Horror terror experiment afterlife paranormal violence death evil researcher possesion Olivia_Wilde Mark_Duplass Donald_Glover Evan_Peters Sarah_Bolger Ray_Wise Amy_Aquino Bruno_Gunn Sean_T._Krishnan David_Gelb"
Memento,"Suffering short-term memory loss after a head injury, Leonard Shelby embarks on a grim quest to find the lowlife who murdered his wife in this gritty, complex thriller that packs more knots than a hangman's noose. To carry out his plan, Shelby snaps Polaroids of people and places, jotting down contextual notes on the backs of photos to aid in his search and jog his memory. He even tattoos his own body in a desperate bid to remember. Mystery Thriller individual insulin tattoo waitress amnesia motel insurance_salesman revenge memory_loss polaroid flashback neo-noir Guy_Pearce Carrie-Anne_Moss Joe_Pantoliano Mark_Boone_Junior Stephen_Tobolowsky Harriet_Sansom_Harris Callum_Keith_Rennie Larry_Holden Jorja_Fox Russ_Fega Thomas_Lennon Kimberly_Campbell Marianne_Muellerleile Christopher_Nolan"
Oculus,A woman tries to exonerate her brother's murder conviction by proving that the crime was committed by a supernatural phenomenon. Horror hallucination supernatural mirror skepticism ghost Karen_Gillan Brenton_Thwaites Katee_Sackhoff James_Lafferty Rory_Cochrane Kate_Siegel Garrett_Ryan Katie_Parker Miguel_Sandoval Annalise_Basso Mike_Flanagan
Clerks II,"A calamity at Dante and Randall's shops sends them looking for new horizons - but they ultimately settle at Mooby's, a fictional Disney-McDonald's-style fast-food empire. Comedy independent_film aftercreditsstinger duringcreditsstinger Brian_O'Halloran Jeff_Anderson Jason_Mewes Kevin_Smith Rosario_Dawson Jennifer_Schwalbach_Smith Ben_Affleck Trevor_Fehrman Scott_Mosier Jason_Lee Jake_Richardson Ethan_Suplee Harley_Quinn_Smith Kevin_Weisman Wanda_Sykes Zak_Knutson Kevin_Michael_Richardson Rebecca_Lin Walt_Flanagan Earthquake Grace_Smith Kevin_Smith"
Billy Elliot,"Set against the background of the 1984 Miner's Strike, Billy Elliot is an 11 year old boy who stumbles out of the boxing ring and onto the ballet floor. He faces many trials and triumphs as he strives to conquer his family's set ways, inner conflict, and standing on his toes! Drama Comedy Music workers'_quarter dancing_class strike northern_england scholarship ballet Jamie_Bell Julie_Walters Jean_Heywood Jamie_Draven Gary_Lewis Stephen_Mangan Patrick_Malahide Stuart_Wells Tracey_Wilkinson Zoë_Bell Nicola_Blackwell Janine_Birkett Joe_Renton Colin_MacLachlan Trevor_Fox Charlie_Hardwick Barbara_Leigh-Hunt Stephen_Daldry"
The Way Way Back,"Over the course of his summer break, a teenager comes into his own thanks in part to the friendship he strikes up with one of the park's managers. Comedy Drama shyness beach bicycle conversation friendship step_father vacation job neighbor summer teenager water_park awkwardness Liam_James Steve_Carell Toni_Collette AnnaSophia_Robb Sam_Rockwell Allison_Janney Maya_Rudolph Amanda_Peet Rob_Corddry Nat_Faxon Jim_Rash Zoe_Levin River_Alexander Nat_Faxon"
House Party 2,Kid'N'Play leave their neighborhood and enter the world of adulthood and higher education. Play attempts to get rich quick in the music business while Kid faces the challenges of college. Comedy  Martin_Lawrence Christopher_Martin Christopher_Reid Paul_Anthony Tisha_Campbell-Martin Queen_Latifah Georg_Stanford_Brown Whoopi_Goldberg Iman Doug_McHenry
The Man from Snowy River,"Jim Craig has lived his first 18 years in the mountains of Australia on his father's farm. The death of his father forces him to go to the low lands to earn enough money to get the farm back on its feet. Kirk Douglas plays two roles as twin brothers who haven't spoken for years, one of whom was Jim's father's best friend and the other of whom is the father of the girl he wants to marry. Family Drama Action Western Romance regret river horse ranch australia brumby brumbies colt stockman clancy_of_the_overflow Tom_Burlinson Terence_Donovan Kirk_Douglas Tommy_Dysart Bruce_Kerr David_Bradshaw Sigrid_Thornton Jack_Thompson Tony_Bonner June_Jago Chris_Haywood Kristopher_Steele Gus_Mercurio Howard_Eynon Lorraine_Bayly George_T._Miller"
Doug's 1st Movie,Doug and his pal Skeeter set's out to find the monster of Lucky Duck Lake. Though things get really out of hand when some one blurts out that the monster is real. Animation Family Comedy journalism dance daydream friendship pollution cartoon number_in_title kids_and_family valentine Thomas_McHugh Fred_Newman Chris_Phillips Constance_Shulman Maurice_Joyce
The Apostle,"After his happy life spins out of control, a preacher from Texas changes his name, goes to Louisiana and starts preaching on the radio. Drama christianity coma jealousy radio_station texas apostle minister louisiana forgiveness independent_film preacher Robert_Duvall Billy_Bob_Thornton June_Carter_Cash Farrah_Fawcett Miranda_Richardson Todd_Allen Walton_Goggins Billy_Joe_Shaver Renée_Victor Robert_Duvall"
Mommie Dearest,"In this biographical film, glamorous yet lonely star Joan Crawford takes in two orphans, and at first their unconventional family seems happy. But after Joan's attempts at romantic fulfillment go sour and she is fired from her contract with MGM studios, her callous and abusive behavior towards her daughter Christina becomes even more pronounced. Christina leaves home and takes her first acting role, only to find her mother's presence still overshadowing her. Drama ax biography sociopath lawyer mansion docudrama perfection adopted_child Faye_Dunaway Diana_Scarwid Steve_Forrest Howard_Da_Silva Mara_Hobel Harry_Goz Michael_Edwards Jocelyn_Brando Priscilla_Pointer Joe_Abdullah Gary_Allen Selma_Archerd Adrian_Aron Xander_Berkeley Frank_Perry"
